List of TASE Companies,,,,,,,,,,,
As of 20/02/2026
Name,TASE Sector,Issuer No.,Corporate No.,Incorporation,Website,Market Cap (K ILS),Full Name,Address,Phone,Fax,E-Mail
NEXTAGE,High-Tech-Biomed-Biotechnology,433,520039181,Israel,www.nxtg.co.il                                    ,63266,NEXTAGE THERAPEUTICS LTD,,073-2244440,073-2244445,ornad@nextar.co.il
NEXTCOM,Real-Commerce & Services-Services,1298,511687568,Israel,www.nextcomgroup.com/en                           ,118858,NEXTCOM LTD,,073-2320200,04-9830797,info@nextcomgroup.com
NEXTFERM-M,Real-Investment & Holdings-Inactive & Shell Companies,1841,514999952,Israel,www.nextferm.com                                  ,35444,NEXTFERM TECHNOLOGIES LTD,,077-9988100,077-9988111,uri@cfo.co.il
NEXTGEN-M,Real-Investment & Holdings-Inactive & Shell Companies,1092,520044470,Israel,,7695,NEXTGEN BIOMED LTD,,054-6641812,09-8849441,harel.hershtik@gmail.com
NICE,High-Tech-Technology-Software And Internet,273,520036872,Israel,www.nice.com                                      ,22258523,NICE LTD,,09-7753777,03-7753379,ir@nice.com
NISSAN,Real-Industry-Wood & Paper,660,520040940,Israel,,87929,NISSAN MEDICAL INDUSTRIES LTD.,,054-4334461,03-6470293,moshe@nissan-medical.co.il
NOFAR ENERGY,High-Tech-Technology-Renewable Energy,1831,514599943,Israel,www.nofar-energy.com                              ,6382886,O.Y. NOFAR ENERGY LTD,,09-3750003,08-3750061,ofer@nofar-energy.co.il
NORSTAR HOLDING,Real-Real-Estate & Construction-Investment-Proerties Abroad,723,44528798375,Panama,,468703,NORSTAR HOLDINGS INC,,03-6103100,03-6103111,meitar@meitar.co.il
NOVA,High-Tech-Technology-Semiconductors,2177,511812463,Israel,www.novami.com                                    ,42184554,NOVA LTD,,073-2295600,08-9407776,info@novami.com
NOVOLOG,Real-Commerce & Services-Services,1677,510475312,Israel,www.novolog.co.il/en                              ,605897,NOVOLOG (PHARM-UP 1966) LTD,,08-6604400,08-6604404,yanivv@novolog.co.il
NRGENE TECH,High-Tech-Technology-Software And Internet,1839,514240779,Israel,www.nrgene.com                                    ,33171,NRGENE TECHNOLOGIES LTD,,072-2203750,08-6489897,corporate.secretary@nrgene.com
NUR INK,High-Tech-Technology-Electronics And Optics,1893,515926475,Israel,www.nur-ink.com                                   ,102673,NUR INK INNOVATIONS LTD,,054-2424755,03-9073033,info@nur-ink.com
O.R.T,High-Tech-Technology-Investments In High-Tech,1135,513057588,Israel,www.ortechno.com                                  ,44359,O.R.T TECHNOLOGIES LTD.,,073-2678933,073-2678939,lbensimon@ortechno.com
OFEK GROUP,Real-Real-Estate & Construction-Construction,2488,515227585,Israel,,0,OFEK GROUP P.H.A. INVESTMENT LTD,,03-3733881,,office@ofek-invest.co.il
OMER CONS,Real-Real-Estate & Construction-Construction,2522,511145468,Israel,www.omer-bldg.co.il,1593822,OMER CONSTRUCTION AND ENGINEERING LTD,,03-7353600,,tase@omer-bldg.co.il
ONE TECHNOLOGI,High-Tech-Technology-IT Services,161,520034695,Israel,www.one1.co.il/en                                 ,4691351,ONE SOFTWARE TECHNOLOGIES LTD,,03-9767800,03-9767801,kobih@one1.co.il
OPAL BALANCE,Finance-Financial Services-Non Banking Credit,1287,513734566,Israel,www.opalbalance.co.il,361727,OPAL BALANCE INVESTMENTS LTD,,08-8531531,08-8563398,eyal@opalbalance.co.il
OPC ENERGY,Real-Energy And Oil & Gas Exploration-Energy,1682,514401702,Israel,www.opc-energy.com/en                             ,29134940,OPC ENERGY LTD,,073-2505600,073-2505606,shiran.kislasi@opc-energy.com
OPKO,High-Tech-Biomed-Investments In Life Science,1610,2279206,USA - Delaware,www.opko.com                                      ,2483422,"OPKO HEALTH,INC.",,08-9300051,08-9543101,gfaibish@opko.com
OR SHAY,Finance-Financial Services-Non Banking Credit,1696,513547224,Israel,www.orshay.com,0,OR SHAY G.S LTD,,03-5172211,03-5101166,info@orshay.com
ORAD,Real-Investment & Holdings-Investment & Holdings,1451,512499344,Israel,www.orad.cc/en                                    ,137813,ORAD LTD,,03-5576666,03-5576525,eyal.eldan@orad.cc
ORAMED,High-Tech-Biomed-Biotechnology,1691,980376008,USA - Delaware,www.oramed.com                                    ,390199,ORAMED PHARMACEUTICALS INC.,,02-5660001,02-5660004,office@oramed.com
ORBIT,High-Tech-Technology-Defence,265,520036153,Israel,www.orbit-cs.com                                  ,1054597,ORBIT TECHNOLOGIES LTD.,,09-8922777,09-8922800,orbit-ir@orbit-cs.com
ORIAN,Real-Commerce & Services-Services,1425,511068256,Israel,en.orian.com                                      ,495148,ORIAN SH.M. LTD.,,08-9181812,08-9208666,meirav.wolkinson@orian.com
ORION,Real-Real-Estate & Construction-Investment-Proerties Abroad,2518,517199469,Israel,,59400,ORION RETAIL PROPERTIES LTD,,03-6103900,,meitar@meitar.com
ORMAT TECHNO.,High-Tech-Technology-Renewable Energy,2250,880326081,USA - Delaware,www.ormat.com                                     ,21038540,"ORMAT TECHNOLOGIES,INC",,08-9433777,08-9439901,ormat@ormat.com
ORON GROUP,Real-Real-Estate & Construction-Construction,1644,513432765,Israel,en.oron-group.co.il                               ,1283308,ORON GROUP INVESTMENTS & HOLDINGS LTD,,08-6295000,08-6270051,oron@oron-group.com
OVERSEAS,Real-Commerce & Services-Services,1671,510490071,Israel,www.ovrs.co.il,301010,OVERSEAS COMMERCE LTD.,,08-8518333,08-8531625,ovrs@ovrs-comr.co.il
P.C.B.,High-Tech-Technology-Electronics And Optics,1221,511888356,Israel,www.pcb-technologies.com                          ,1024094,P.C.B. TECHNOLOGIES LTD.,,04-6544300,04-6544302,tomerd@pcb-technologies.com
PACIFIC OAK,Real-Real-Estate & Construction-Investment-Proerties Abroad,1662,1900288,Virgin Islands (UK),,0,"PACIFIC OAK SOR (BVI) HOLDINGS, LTD",,03-6111000,03-6133355,pmcmillan@pac-oak.com
PAI DEPOSITS,Financial Instruments-Financial Instrument-Structured Bonds,2420,516807336,Israel,,0,PAI DEPOSITS AND STRUCTURED PRODUCTS LTD,,  03-3732091,03-3732102,itay@pi-deposits.com
PALO ALTO,High-Tech-Technology-Software And Internet,2538,3932466,USA - Delaware,,0,PALO ALTO NETWORKS INC,,074-7265000,,legal@paloaltonetworks.com
PALRAM,"Real-Industry-Chemical, Rubber & Plastic",644,520039843,Israel,www.palram.com                                    ,1398437,PALRAM INDUSTRIES (1990) LTD.,,04-8459900,04-8444012,yifat.licht@palram.com
PARKOMAT INT.,High-Tech-Technology-Robotics & 3d,2391,514259183,Israel,www.parkomat.co.il,68912,PARKOMAT INTERNATIONAL LTD,,08-6484849,,info@parkomat.co.il
PARTNER,Real-Commerce & Services-Communications & Media,2095,520044314,Israel,www.partner.co.il/en/                             ,7461991,PARTNER COMMUNICATIONS COMPANY LTD.,,054-7814455,054-7814123,executiveoffices@partner.co.il
PAYMENT,High-Tech-Technology-Software And Internet,1977,515166544,Israel,www.payment-pay.co.il,292763,PAYMENT FINANCIAL TECHNOLOGIES LTD,,03-5511177,077-4702000,cr@payment-pay.co.il
PAYTON,High-Tech-Technology-Electronics And Optics,412,520038951,Israel,www.paytongroup.com                               ,551231,PAYTON INDUSTRIES LTD.,,03-9616601,03-9616677,michal@paytongroup.com
PAZ ENERGY,Real-Energy And Oil & Gas Exploration-Energy,1363,510216054,Israel,www.paz.co.il/he-il/home,8768391,PAZ RETAIL AND ENERGY LTD.,,09-8631103,09-9562159,anatr@paz.co.il
PEAKHILL,Finance-Financial Services-Non Banking Credit,2505,1001251204,Canada,,0,PEAKHILL MORTGAGE INCOME LP,,03-6089802,,hod.mimun@goldfarb.com
PENINSULA,Finance-Financial Services-Non Banking Credit,333,520033713,Israel,www.peninsula.co.il/en                            ,831488,PENINSULA GROUP LTD,,03-5650100,03-5650121,nissiml@peninsula.co.il
PENTHOUSE,Real-Commerce & Services-Hotels & Tourism,2497,511400723,Israel,,0,PENTHOUSE-INVESTMENTS AND CONSTRUCTING CO. LTD,,02-6588600,,lior@phouse.co.il
PERION NETWORK,High-Tech-Technology-Software And Internet,2240,512849498,Israel,www.perion.com                                    ,1123551,PERION NETWORK LTD.,,073-3981000,03-6445502,investors@perion.com
PETROCHEMICAL,Real-Energy And Oil & Gas Exploration-Energy,756,520029315,Israel,,201868,ISRAEL PETROCHEMICAL ENTERPRISES LTD.,,03-6955559,03-6964111,rafi@israel-petro.co.il
PETROLEUM ENRGY,Real-Energy And Oil & Gas Exploration-Energy,1809,520027293,Israel,www.pei.co.il/?langid=2                           ,0,ENERGY INFRASTRUCTURES LTD,,09-9528535,09-9528119,eli_z@pei.co.il
PETROTX,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,1369,550222764,Israel,www.petrotxlp.com                                 ,9275,PETROTX- LIMITED PARTNERSHIP,,03-9610633,03-9610633,yossi@petrotx.com
PHINERGY,High-Tech-Technology-Cleantech,1843,514354786,Israel,www.phinergy.com                                  ,334996,PHINERGY LTD,,08-9137900,08-9157234,info@phinergy.com
PHOENIX,Finance-Insurance-Insurance,767,520017450,Israel,investor-relations.fnx.co.il                      ,42660447,PHOENIX FINANCIAL LTD,,03-7332997,03-7238855,menin@fnx.co.il
PHOENIX CAPITAL,Finance-Insurance-Insurance,1527,514290345,Israel,,0,PHOENIX CAPITAL RAISING (2009)LTD,,03-7332991,03-7238855,menin@fnx.co.il
PHOTOMYNE,High-Tech-Technology-Software And Internet,1873,515154441,Israel,www.photomyne.com                                 ,53461,PHOTOMYNE LTD,,03-9445639,,investors@photomyne.com
PI INTEREST,Financial Instruments-Financial Instrument-Structured Bonds,2500,517149548,Israel,,0,PI INTEREST RATES LTD,,052-8848053,,itayr@complex-nf.com
PI PLUS,Financial Instruments-Financial Instrument-Structured Bonds,2454,516901774,Israel,,0,PI PLUS DEPOSITS LTD,,03-3732091,,dan.rosenberg@pi-hf.com
PIE SIAM,Real-Commerce & Services-Hotels & Tourism,2344,513978635,Israel,,691960,PIE SIAM LTD,,072-2155222,072-2155210,nafwein@piesiam.co.il
PLASSON INDUS,"Real-Industry-Chemical, Rubber & Plastic",1057,520042912,Israel,www.plasson.com                                   ,1596418,PLASSON INDUSTRIES LTD.,,04-6394711,04-6243227,amos.ram@plasson.com
PLASTO CARGAL,Real-Industry-Wood & Paper,727,520041161,Israel,www.cargal.co.il/en                               ,47632,PLASTO-CARGAL GROUP LTD,,08-9275777,08-9275700,manage@cargal.co.il
PLASTOPIL,"Real-Industry-Chemical, Rubber & Plastic",1240,513681247,Israel,www.plastopil.com                                 ,113767,PLASTOPIL HAZOREA COMPANY LTD.,,04-9598800,04-9894250,igal_f@plastopil.com
PLAZA CENTERS,Real-Real-Estate & Construction-Construction,1476,33248324,Holland,www.plazacenters.com                              ,11792,PLAZA CENTERS N.V,,31203449560,31203449561,beaholding@planet.nl
PLURI,High-Tech-Biomed-Biotechnology,1569,C12337-2001,USA - Delaware,www.pluri-biotech.com                             ,113447,PLURI INC.,,074-7107171,074-7107172,info@pluri-biotech.com
POALIM BANK,Finance-Banks-Banks,662,520000118,Israel,www.bankhapoalim.com                              ,105581142,BANK HAPOALIM B.M.,,03-5673800,03-5674576,gilad.bloch@poalim.co.il
POLYGON,Real-Real-Estate & Construction-Investment-Proerties In Israel,745,520029562,Israel,,299339,POLYGON REALESTATE LTD.,,073-2333900,077-4703228,nir.s@polygon.co.il
POLYRAM,"Real-Industry-Chemical, Rubber & Plastic",1822,515251593,Israel,www.polyram-group.com                             ,1025404,POLYRAM PLASTIC INDUSTRIES LTD,,04-6599999,04-6499763,netanel@polyram-group.com
POMVOM,High-Tech-Technology-Software And Internet,1861,515236735,Israel,www.pomvom.com                                    ,18670,POMVOM LTD,,03-5772022,,investments@pomvom.com
POWERGEN SOL A,High-Tech-Technology-Renewable Energy,1405,512882747,Israel,,0,POWERGEN SOLAR A LTD,,03-6553208,03-6553208,powergen@power-gen.co.il
PRASHKOVSKY,Real-Real-Estate & Construction-Construction,1330,513817817,Israel,www.prashkovsky.co.il,3915324,PRASHKOVSKY INVESTMENTS AND CONSTRUCTION LTD,,03-9561889,03-9561831,ashi@ashi.co.il
PRASHKOVSKY GR,Real-Real-Estate & Construction-Construction,2487,510925043,Israel,,0,PRASHKOVSKY GROUP LTD,,03-5103880,03-5106498,nurit@prashko.com
PRIME ENERGY,High-Tech-Technology-Renewable Energy,1871,514902147,Israel,www.prime-nergy.com                               ,1196111,PRIME ENERGY P.E. LTD,,079-3002914,079-3002914,info@prime-nergy.com
PRIMOTEC,Real-Commerce & Services-Commerce,1872,516292992,Israel,www.klir.co.il/en/home                            ,215084,PRIMOTEC GROUP LTD,,08-6404040,08-6404048,eliz@klir.co.il
PRIORTECH,High-Tech-Technology-Semiconductors,328,520037797,Israel,www.priortech.com                                 ,3031061,PRIORTECH LTD,,03-5402181,,droro@priortech.com
PROPDO,Real-Real-Estate & Construction-Construction,2389,516202736,Israel,www.propdo.com,152939,PROPDO LTD,,074-7600888,074-7600889,contact@propdo.com
PROPERT.& BUIL.,Real-Real-Estate & Construction-Investment-Proerties In Israel,699,520025438,Israel,www.pbc.co.il/en                                  ,3217486,PROPERTY AND BUILDING CORP. LTD.,,03-5672777,03-5672776,admin@pbc.co.il
PROSPECT,Finance-Financial Services-Non Banking Credit,2514,43-2048643,USA,,3855944,PROSPECT CAPITAL CORPORATION,,03-6089802,,pl@prospecstreet.com
PSYRX BIO-TECH,High-Tech-Biomed-Biotechnology,1911,515949337,Israel,www.psyrx.co,12343,PSYRX CNS BIO-TECH LTD,,03-5670100,03-5670101,itay@psyrx.co
PULSENMORE,High-Tech-Biomed-Medical Devices,1895,515139129,Israel,www.pulsenmore.com                                ,104501,PULSENMORE LTD,,054-4499606,08-6900466,michaelh@pulsenmore.com
PURPLE BIOTECH,High-Tech-Biomed-Biotechnology,765,520031238,Israel,www.purple-biotech.com                            ,18585,PURPLE BIOTECH LTD,,03-9333121,03-5097196,ir@purple-biotech.com
QUALITAU,High-Tech-Technology-Semiconductors,1093,511896540,Israel,www.qualitau.com                                  ,3005749,QUALITAU LTD.,,08-9404427,08-9404516,eranm@qualitau.com
QUEENCO,Real-Commerce & Services-Hotels & Tourism,386,520038266,Israel,www.queenco.com                                   ,205984,(Y.Z)QUEENCO LTD,,03-7566555,03-7566500,arieh@queenco.co.il
R.G.A.,Real-Commerce & Services-Services,2489,511181174,Israel,www.rga.co.il,384380,R.G.A. SERVICES ISRAEL 1987 LTD,,03-6475020,03-6474041,inforga@rga.co.il
RALCO,Real-Commerce & Services-Commerce,393,520038183,Israel,www.ralco.co.il/en/about                          ,174138,RALCO AGENCIES LTD.,,03-6508282,03-6508281,eli@ralco.co.il
RAM ADERET,Real-Real-Estate & Construction-Construction,2418,512947185,Israel,www.ram-aderet.co.il,0,RAM ADERET CIVIL ENGINEERING LTD,,03-9017710,,kabala@ram-aderet.co.il
RAM ON,"Real-Industry-Chemical, Rubber & Plastic",1209,512776964,Israel,,214206,RAM-ON INVESTMENTS AND HOLDINGS(1999) LTD,,04-6499857,04-6499635,noam@ram-on.co.il
RAMI LEVI,Real-Commerce & Services-Retail,1445,513770669,Israel,ir.rami-levy.co.il/?lang=en                       ,5550182,RAMI LEVI CHAIN STORES HASHIKMA MARKETING 2006 LTD,,02-6481843,02-6331274,inbal@rami-levy.co.il
RAMI LEVY RE,Real-Real-Estate & Construction-Investment-Proerties In Israel,2508,511086738,Israel,,3448831,RAMI LEVY REAL ESTATE LTD,,02-6794334,,liat@rl-nadlan.co.il
RAMOT CITY,Real-Real-Estate & Construction-Construction,1724,514328004,Israel,www.r-h.co.il,0,RAMOT IN THE CITY LTD,,03-6203006,03-6203007,eliav@r-h.co.il
RANI ZIM,Real-Real-Estate & Construction-Investment-Proerties In Israel,1588,514353671,Israel,www.zimurban.co.il,920287,RANI ZIM SHOPPING CENTERS LTD,,073-7962555,03-6096000,avner@zimurban.co.il
RAPAC,Real-Investment & Holdings-Investment & Holdings,769,520029505,Israel,www.rapac.co.il                                   ,1306148,RAPAC COMMUNICATION & INFRASTRUCTURE LTD,,03-6979700,03-6979701,info@rapac.co.il
RATIO,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,394,550012777,Israel,www.ratioenergies.com/en                          ,5315911,RATIO ENERGIES - LIMITED PARTNERSHIP,,03-5661338,03-5661280,info@ratioenergies.com
RATIO FINANCE,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,1625,515060044,Israel,www.ratioenergies.com/en                          ,0,RATIO ENERGIES (FINANCE) LTD,,03-5661338,03-5661280,info@ratioenergies.com
RATIO PETROLEUM,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,1672,550268411,Israel,www.ratiopetroleum.com/en                         ,60927,RATIO PETROLEUM ENERGY-LIMITED PARTNERSHIP,,03-5661338,03-5661280,info@ratiopetroleum.com
RAV BARIACH(08),Real-Industry-Metal & Building Products,1949,514160530,Israel,www.rb-doors.com                                  ,524571,RAV BARIACH(08)INDUSTRIES LTD.,,08-6794914,08-6794879,riki_h@rav-bariach.com
RAVAD,Real-Real-Estate & Construction-Investment-Proerties In Israel,526,520040148,Israel,,188849,RAVAD LTD.,,03-6236161,03-6236162,eyal@ravad.co.il
RAVAL,"Real-Industry-Chemical, Rubber & Plastic",1436,513506329,Israel,www.raval.co.il                                   ,161032,RAVAL ICS LTD,,08-9521100,08-9521019,raval@raval.co.il
RAY TLV GROUP-M,Real-Real-Estate & Construction-Construction,673,520040973,Israel,en.ray-tlv.com                                    ,73361,RAY TLV GROUP LTD,,03-5609030,,galit@ray-tlv.com
RAYK ASPEN,Real-Real-Estate & Construction-Construction,2392,514978097,Israel,hmarket-bc.com/davidlandmark,0,RAYK ASPEN LTD.,, 08-6308128,  08-6308129,elior@yazamut1.co.il
RAZOR,High-Tech-Technology-Software And Internet,1849,515369296,Israel,www.razor-labs.com                                ,264581,RAZOR LABS LTD,,03-5610901,,office@razor-labs.com
REFINERIES,Real-Energy And Oil & Gas Exploration-Energy,259,520036658,Israel,eng.bazan.co.il                                   ,3356586,OIL REFINERIES LTD.,,04-8788135,073-2928115,info@bazan.co.il
REISDOR,Real-Real-Estate & Construction-Construction,2478,513708248,Israel,,0,REISDOR YAZMOT LIMITED,,03-5185500,,ayab@reisdor.co.il
REIT 1,Real-Real-Estate & Construction-Investment-Proerties In Israel,1357,513821488,Israel,www.reit1.co.il/?lang=2                           ,5337636,REIT 1 LTD,,03-7686700,03-7686710,reit1@reit1.co.il
REIT AZORIM LIV,Real-Real-Estate & Construction-Investment-Proerties In Israel,1794,516117181,Israel,www.living-il.co.il,575786,REIT AZORIM - H.F LIVING LTD,,03-5632657,03-7613405,lilach@azorim.co.il
REKAH,High-Tech-Biomed-Pharma,1033,520042003,Israel,www.rekah.co.il                                   ,141514,REKAH PHARMACEUTICAL INDUSTRY LTD.,,03-5581233,03-5565919,merav@rekah.co.il
REM-ROTEM ENERG,Real-Energy And Oil & Gas Exploration-Oil & Gas Exploration,1693,550272090,Israel,www.rem-materials.com/en                          ,10012,ROTEM ENERGY MINERAL (REM)- LIMITED PARTNERSHIP,,09-8669443,09-8669437,izzie@northwood-explo.com
RENT IT,Real-Real-Estate & Construction-Investment-Proerties In Israel,2423,516581741,Israel,,307583,RENT IT-RESIDENTIAL REIT LTD,,052-2951000,,sharon@rent-it.co.il
RETAILMINDS-M,Real-Investment & Holdings-Inactive & Shell Companies,1847,515678845,Israel,www.mobilityglobal.info                           ,9071,RETAILMINDS TECHNOLOGIES LTD,,052-7831773,052-7831773,nayabusinessltd@gmail.com
RETAILORS,Real-Commerce & Services-Retail,1908,514211457,Israel,www.theretailors.com                              ,1885745,RETAILORS LTD,,03-9050100,03-9050200,avior@retailors.com
RIMON CONSULT,Real-Real-Estate & Construction-Construction,1928,512467994,Israel,www.rimongrp.com                                  ,4684309,RIMON CONSULTING & MANAGEMENT SERVICES LTD.,,04-6274589,04-6274596,info@rimongrp.com
RIMONI,"Real-Industry-Chemical, Rubber & Plastic",76,520041823,Israel,www.rimoni-ind.com                                ,399096,RIMONI INDUSTRIES LTD.,,08-6605050,153-8660505,snirh@rimoni-ind.com
ROBOGROUP,High-Tech-Technology-Robotics & 3d,266,520034984,Israel,www.robo-group.com                                ,40367,ROBOGROUP T.E.K LTD.,,03-9004111,03-9030994,info@robo-group.com
ROTEM SHANI,Real-Real-Estate & Construction-Construction,1797,512287517,Israel,www.rotemshani.com,500077,ROTEM SHANI ENTREPRENEURSHIP AND INVESTMENT LTD.,,09-9579577,09-9579571,info@rotemshani.com
ROTSHTEIN,Real-Real-Estate & Construction-Construction,539,520039959,Israel,www.rotshtein.co.il/en                            ,1504952,ROTSHTEIN REALESTATE LTD,,073-2555444,073-2555445,lior@rotshtein.co.il
RP OPTICAL,High-Tech-Technology-Defence,2479,514454701,Israel,,2699324,RP OPTICAL LAB LTD,,03-9199876,,tsofnat@rp-optical-lab.com
RSL,High-Tech-Technology-Defence,299,520037458,Israel,www.rsl.co.il                                     ,136049,R.S.L. ELECTRONICS LTD.,,04-6547510,04-6547520,info@rsl.co.il
S&B ENERGY,Real-Energy And Oil & Gas Exploration-Energy,1930,510459928,Israel,www.shikunbinui.com/en/energy                     ,3251859,SHIKUN & BINUI ENERGY LTD,,03-6305780,03-6304976,imri_k@shikunbinui.com
S.R ACCORD,Finance-Financial Services-Non Banking Credit,422,520038670,Israel,www.sr-accord.com,714997,S.R ACCORD LTD,,08-9158205,08-8507531,gil@sr-accord.com
SADE REAL ESTAT,Real-Real-Estate & Construction-Construction,341,520037763,Israel,www.saderealestate.com                            ,146963,SADE REAL ESTATE-Y.S. LTD,,03-5455779,03-6944157,info@saderealestate.com
SANO,"Real-Industry-Chemical, Rubber & Plastic",813,520032988,Israel,www.sano.co.il/en                                 ,5009818,SANO BRUNO'S ENTERPRISES LTD.,,09-7473222,09-7473233,amirh@sano.co.il
SAPIR DEPOSITS,Financial Instruments-Financial Instrument-Structured Bonds,2433,516881265,Israel,,0,SAPIR DEPOSITS LTD,,03-6114525,,moti-yar@015.net.il
SARFATI,Real-Real-Estate & Construction-Construction,425,520039090,Israel,www.zarfati-zvi.com,893246,ZVI SARFATI & SONS INVESTMENTS & CONSTRUCTIONS LTD.,,03-9673336,03-9660453,ronidagan@zarfat.co.il
SARINE TECH,High-Tech-Technology-Electronics And Optics,2226,511332207,Israel,www.sarin.com                                     ,178169,SARINE TECHNOLOGIES LTD,,09-7903500,09-7903501,youval.zohar@sarin.com
SATELLE,Real-Real-Estate & Construction-Investment-Proerties Abroad,2498,475527,Cyprus,,0,SATELLE PROPERTIES P.L.C,,03-6089749,,dror.barnea@goldfarb.com
SAVERONE 2014,High-Tech-Technology-Communications Equipment,1800,515154607,Israel,www.saver.one                                     ,235939,SAVERONE 2014 LTD,,03-9094177,03-7525554,office@saver.one
SAVOREAT-M,High-Tech-Technology-Foodtech,1821,515933950,Israel,www.savor-eat.com                                 ,3847,SAVOREAT LTD.,,08-6378883,08-6378883,racheli@savor-eat.com
SCHNAPP,Real-Commerce & Services-Commerce,1427,512665373,Israel,www.schnapp.co.il,192328,E.SCHNAPP CO. WORKS LTD.,,09-8606155,09-8619069,sarit@schnapp.co.il
SCODIX,High-Tech-Technology-Electronics And Optics,1887,513973297,Israel,www.scodix.com                                    ,63259,SCODIX LTD,,03-9033371,03-9033375,shahar.s@scodix.com
SCOPE,Real-Commerce & Services-Commerce,288,520037425,Israel,www.scope-metal.com                               ,2785392,SCOPE METALS GROUP LTD,,08-8631000,08-8631020,info@scope.co.il
SEACH MEDICAL,High-Tech-Biomed-Cannabis,249,520036567,Israel,www.seach.co.il/?lang=en                          ,103821,SEACH MEDICAL GROUP LTD,,09-7700009,077-4462481,cfo@seach.co.il
SELLA CAPITAL,Real-Real-Estate & Construction-Investment-Proerties In Israel,1514,513992529,Israel,www.vitania.co.il/eng                             ,2403544,SELLA CAPITAL REAL ESTATE LTD,,03-5759222,03-6131659,dror@sellacapital.com
SH.I.R SHLOMO,Real-Real-Estate & Construction-Investment-Proerties In Israel,1496,513957472,Israel,,0,SH.I.R SHLOMO REAL ESTATE LTD,,08-9191600,08-9190976,oferg@shlomogroup.co.il
SHAGRIR VEHICLE,Real-Commerce & Services-Services,1664,515158665,Israel,www.shagrir.co.il,201732,SHAGRIR GROUP VEHICLE SERVICES LTD.,,03-5578877,03-5581377,mail@shagrir.co.il
SHAMAYM IMPROVE,High-Tech-Technology-Software And Internet,1922,515181014,Israel,www.shamaym.com                                   ,16914,SHAMAYM IMPROVE LTD,,03-5094700,,info@shamaym.com
SHANIV,Real-Industry-Wood & Paper,1025,520041732,Israel,www.shaniv.com/en                                 ,561673,SHANIV PAPER INDUSTRY LTD.,,08-9908236,08-9960859,shmuel.m@shaniv.com
SHAPIR ENGIN,Real-Industry-Metal & Building Products,1633,514892801,Israel,www.shapir.co.il/en                               ,11762304,SHAPIR ENGINEERING AND INDUSTRY LTD,,03-9169500,03-9169600,amirs@shapir.co.il
SHEMEN ESTATE,Real-Real-Estate & Construction-Investment-Proerties In Israel,634,520023474,Israel,,531281,SHEMEN YIELDING REAL ESTATE LTD.,,04-8604600,04-8622555,lishka@shemen.co.il
SHIKUN & BINUI,Real-Real-Estate & Construction-Construction,1068,520036104,Israel,www.shikunbinui.com                               ,10798429,SHIKUN & BINUI LTD.,,03-6301111,03-6301595,hilat@shikunbinui.com
SHLOMO HOLDING,Real-Commerce & Services-Services,141,520034372,Israel,www.shlomo.co.il/group                            ,0,S.SHLOMO HOLDINGS LTD,,08-9191111,08-9190988,management@shlomo.co.il
SHMUEL BARUCH,Real-Real-Estate & Construction-Construction,2456,512403247,Israel,https://sbaruch.co.il,0,SHMUEL BARUCH ENTREPRENEURSHIP AND CONSTRUCTION LTD,,04-9881502,,nadlan@sbaruch.name
SHOHAM BUSINESS,Finance-Financial Services-Non Banking Credit,1071,520043860,Israel,www.shohambiz.com,304177,E.N. SHOHAM BUSINESS LTD,,04-9070111,04-9070112,elin@shohambiz.com
SHOVAL,Real-Real-Estate & Construction-Construction,2441,512951518,Israel,,491342,SHOVAL ENGINEERING AND CONSTRUCTION LTD,,04-8202660,077-6070220,office@shovali.co.il
SHUFERSAL,Real-Commerce & Services-Retail,777,520022732,Israel,www.shufersal.co.il/tadmit/about                  ,11882482,SHUFERSAL LTD.,,03-9481727,  03-9480917,hilac@shufersal.co.il
SILVER CASTLE-M,Finance-Financial Services-Financial Services,1320,512854514,Israel,www.silvercl.com                                  ,6531,SILVER CASTLE HOLDINGS LTD,,03-5365536,,info@silvercl.com
SILVERSTEIN,Real-Real-Estate & Construction-Investment-Proerties Abroad,1737,1970336,Virgin Islands (UK),,0,SILVERSTEIN PROPERTIES LIMITED,,03-6944249,03-6944157,tkerret@silvprop.com
SIMAD HOLDINGS,Real-Commerce & Services-Hotels & Tourism,2515,2177857,Virgin Islands (UK),,0,"SIMAD HOLDINGS, LTD",,03-6089816,,hod.mimun@goldfarb.com
SKYLINE,Real-Real-Estate & Construction-Investment-Proerties Abroad,1613,1328683,Canada,www.skylineinvestments.com                        ,65969,SKYLINE INVESTMENTS INC.,,03-7217800,03-7217801,chandak@skylineinvestments.com
SMART AGRO,High-Tech-Biomed-Investments In Life Science,1817,540298403,Israel,www.smartagrofund.com/en                          ,6125,SMART AGRO-LIMITED PARTNERSHIP,,054-7886730,073-2407038,aa.berdah@gmail.com
SOFWAVE MEDICAL,High-Tech-Biomed-Medical Devices,1886,515198158,Israel,www.sofwave.com                                   ,1250163,SOFWAVE MEDICAL LTD,,073-2017650,073-2017658,carmit@sofwave.com
SOLAER,High-Tech-Technology-Renewable Energy,1848,516046307,Israel,www.solaer.co.il/en                               ,1422136,SOLAER RENEWABLE ENERGIES LTD,,08-9374104,08-6365455,alon@solaer.co.il
